Name,Dialog
Linda,"Phineas, Ferb? I'll be over at Vivian's house for a few hours. You kids have fun."
Buford,What kind of fun can we have when it's raining?
Isabella,We could talk about our feelings. (Pause)
Buford,"Okay, I'll rephrase it. What kind of fun can we have when it's raining?"
Baljeet,I would not mind talking about my feelings.
Buford,(Punches Baljeet) How do you feel now?
Baljeet,(Whimpers) In pain.
Buford,"There, we're done. I guess that was fun."
Off-Screen Voice,How about a game of hide and seek?
Phineas,Who said that?
Boy,I did!
Phineas,Who are you?
Boy,Allow me to introduce myself. (Walks over to Phineas and Ferb) I'm Irving. I'm your biggest fan! (Chuckles)
Phineas,How long have you been sitting there?
Irving,"A couple hours. My horoscope says I'm a background type. (Raises book entitled ""P & F"") Check it out. I've kept a scrapbook of your adventures. (Opens book to a picture of Phineas, Ferb and co. on the rollercoaster) This is the time you built that rollercoaster. (Flips page to Phineas and Ferb on a Chariot at Paul Bunyan's Pancake Haus) And this is the time you built those chariots. (Flips to picture of Phineas and Ferb in the kitchen with Irving in the background) And this is when you had that soup."
Baljeet,"(Scoffs) Oh, what a nerd."
Phineas,Is that a lock of Ferb's hair?
Irving,(Snatches book back) Don't touch it.
Phineas,Irving suggested hide and seek.
Buford,Isn't the house a little small to play a good game of hide and seek?
Ferb,"Perhaps the problem is not that the house is too small, but that we are too big."
Phineas,"He's right! You kids hang tight while Ferb and I use the technology from our submarine adventure to make a new shrinking machine. Ferb, I know what we're going to do today!"
Irving,": (squeals in excitement; reverently) You said the words. Hey, can I say the Perry thing?"
Phineas,Wha?
Irving,"You know, when you say ""Where's Perry?"""
Phineas,O...kay.
Irving,"Where's Perry? Ah, oh wait, wait, I can do better. Where's Perry? Where is Perry? Wherefore art thou Perry? I wonder where that Perry went. (Everyone starts backing away from him) Oh, where is that platypus? Where the P-man at?"
Major Monogram,Good morning Agent P. We've received some disturbing calls from Doofenshmirtz.
Doofenshmirtz,"(Recording of his call) Hello? Monogram...are you home? If you're home, please pick it up. Pick it up. Hello? Oh, I-I-I hate these machines. Okay, listen. I'm being evil and I need Perry the Platypus to come over and stop me. (Beep) Wait-- wait, did-did I hear a beep? Did the machine just cut me off? Oh-ah-oh I don't know what to do. You know what, I'm just going to call back."
Major Monogram,I want you to find out what he's up to and--
Phineas,"Here it is, a shrinking machine. Now, everybody touch the top of the machine."
Isabella,"Wow! We're really tiny! Phineas, your coffee table is huge!"
Buford,(Chuckling) Look at this pencil.
Baljeet,"Somebody take a picture of me next to this dust bunny! (shutter clicks as Ferb jumps on the shutter of the large camera) Phineas, this is amazing! Everybody should shrink."
Isabella,Get teeny.
Irving,Get tiny.
Phineas,Be small!
Phineas,(As Baljeet slides in) Safe!
Doofenshmirtz,"Oh, Perry the Platypus, you caught me. I've been putting recyclable trash in the regular trash bin; I am so bad! You've taught me a valuable lesson. From now on, I'll be green. I'll be all the shades of green. (places circular device on Perry's back under pretense of patting it as he sees Perry out) They will call me El Verde, and tell my tale in Greenland. Goodbye now, drive safe, and thanks for busting down my door. I deserved it!"
Phineas,"Alright gang, we can start that game of hide and seek now."
Isabella,What's that?
Baljeet,(Yells) Earthquake!
Phineas,"No, it's Candace. Hey, Candace is it! Everybody hide!"
Candace,"(On the phone) Stacy, the bow is totally cute. It's your signature look. You have the bow, and I have (Pause) some weird metal contraption in the living room. (Runs up to it) Stace, I'll call you back. This thing was obviously made by Phineas and Ferb, so it must do something."
Isabella,"(Running with Phineas) Phineas, look, on the umbrella stand!"
Phineas,It's Baljeet!
Baljeet,"Oh no, she found me. I guess I'm it! (Screams as Candace opens the umbrella catapulting Baljeet to the ceiling, onto the lamp)"
Phineas and Isabella,Baljeet!
Baljeet,I'm okay!
Phineas,We gotta get that shrinker back!
Irving,You guys always have a plan.
Phineas,We don't have a plan.
Irving,What?
Phineas,We'll just have to wing it.
Irving,"There's no winging, there's no winging in the book. You guys have just been improvising this whole time? (Dramatically) Oh, how heroes fall!"
Baljeet,Hey guys! Remember me? Up here with the dead flies?
Phineas,"Sit tight, Baljeet! We'll have you down as soon as we can."
Baljeet,How can I sit tight? With that air conditioner up there freezing me! (Teeth chattering) So cold. So cold.
Doofenshmirtz,"Activate bug eye-bot. (The bug eye-bot activates) Yes, my little robot eye, find Perry's address for me. That's right, Eye-bot, towards the front door so I can see the number. (Gasps) it will be so delicious to know where Perry lives. I can ring his doorbell...and run away! (Laughs maniacally)"
